Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,OBJECTID
"2018500803846","293023","93324",-3.517128,50.729642,"50","2","1","1",10/11/2018,"7",22:28:00,"581",E10000008,"4","3212","6","30","0","-1","-1","0","0","1","4","1","1","0","0","1","1",E01019994,"521"
"2018500265973","292444","91953",-3.524928,50.71721,"50","3","2","1",19/01/2018,"6",09:50:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","2","0","0","1","2",E01020025,"523"
"2018500298853","293422","91495",-3.510947,50.713273,"50","3","2","1",21/05/2018,"2",19:10:00,"581",E10000008,"6","0","6","30","9","4","6","0","0","0","1","1","1","0","0","1","1",E01020023,"523"
"2018500324677","293271","91231",-3.513009,50.710872,"50","3","2","2",18/08/2018,"7",20:30:00,"581",E10000008,"6","0","6","30","6","2","6","0","0","0","4","1","1","0","0","1","1",E01020023,"523"
"2018500801223","292760","92171",-3.520517,50.719228,"50","3","2","1",26/10/2018,"6",16:55:00,"581",E10000008,"6","0","6","20","6","4","6","0","0","0","1","1","2","0","0","1","2",E01020024,"523"
"2018500259340","293484","92238",-3.510284,50.719964,"50","3","2","1",05/01/2018,"6",18:00:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","4","2","2","0","0","1","1",E01020024,"524"
"2018500283051","292989","92377",-3.517334,50.721123,"50","3","2","3",21/02/2018,"4",21:47:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1",E01019996,"524"
"2018500802465","293485","92235",-3.510269,50.719937,"50","3","2","1",12/11/2018,"2",19:55:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","7","1","1","0","0","1","2",E01020024,"524"
"2018500264878","290842","91707",-3.547539,50.7147,"50","2","1","1",01/02/2018,"5",07:30:00,"581",E10000008,"6","0","6","30","3","2","4","3212","0","5","1","1","2","0","0","1","1",E01019977,"525"
"2018500330529","291447","90681",-3.538671,50.70559,"50","3","2","1",07/08/2018,"3",20:15:00,"581",E10000008,"6","0","3","30","5","4","3","377","0","0","1","1","1","0","0","1","2",E01019973,"525"
"2018500800471","289949","91317",-3.560067,50.711025,"50","2","3","1",11/10/2018,"5",08:33:00,"581",E10000008,"4","3212","6","30","3","4","6","0","0","0","7","5","2","0","0","1","1",E01019976,"525"
"2018500800493","290738","91393",-3.548919,50.711858,"50","3","2","1",09/10/2018,"3",08:00:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2",E01019977,"525"
"2018500800971","290555","90602",-3.551275,50.704712,"50","2","4","1",26/10/2018,"6",12:48:00,"581",E10000008,"3","30","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01019973,"525"
"2018500809149","290800","90460",-3.547765,50.703482,"50","3","2","1",14/12/2018,"6",09:40:00,"581",E10000008,"3","30","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01019969,"525"
"2018500265849","291275","90298",-3.540993,50.702115,"50","3","2","1",18/01/2018,"5",10:51:00,"581",E10000008,"3","377","6","40","0","-1","-1","0","0","0","1","1","2","0","0","2","1",E01019969,"526"
"2018500282166","291210","89816",-3.541771,50.69777,"50","1","2","1",26/03/2018,"2",12:24:00,"581",E10000008,"3","30","7","70","5","4","6","0","0","0","1","1","1","0","2","2","1",E01019969,"526"
"2018500285323","291780","89458",-3.533598,50.694658,"50","3","2","2",31/03/2018,"7",20:46:00,"581",E10000008,"6","0","6","30","8","4","6","0","0","0","1","1","1","0","0","1","2",E01019970,"526"
"2018500306972","291478","90551",-3.538194,50.704427,"50","3","2","1",29/05/2018,"3",17:09:00,"581",E10000008,"6","0","6","30","3","2","6","0","0","5","1","1","1","0","0","1","1",E01019969,"527"
"2018500311715","291498","90190",-3.537805,50.701186,"50","3","1","1",07/07/2018,"7",00:45:00,"581",E10000008,"6","0","9","30","0","-1","-1","0","0","0","6","1","1","0","0","1","2",E01019969,"527"
"2018500316744","291530","90537",-3.537454,50.704311,"50","3","2","1",05/07/2018,"5",12:42:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01019969,"527"
"2018500800212","292781","89662",-3.51949,50.696677,"50","3","2","1",28/09/2018,"6",13:10:00,"581",E10000008,"4","3123","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01019970,"527"
"2018500800297","292630","90040",-3.521737,50.700047,"50","3","2","2",02/10/2018,"3",09:11:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01019970,"527"
"2018500800659","291818","90048",-3.533233,50.699969,"50","3","1","1",16/10/2018,"3",08:59:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","1","1","1","1","0","0","1","1",E01019968,"527"
"2018500801305","292504","90095",-3.523537,50.700519,"50","3","2","1",26/10/2018,"6",10:10:00,"581",E10000008,"4","3123","6","30","9","2","4","3123","0","0","1","2","2","0","0","1","1",E01019970,"527"
"2018500288206","292652","94575",-3.522747,50.74082,"50","3","2","1",19/04/2018,"5",20:25:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2",E01020001,"528"
"2018500289869","294090","96146",-3.502827,50.755207,"50","2","2","1",19/04/2018,"5",08:20:00,"581",E10000008,"6","0","6","60","3","4","6","0","0","0","1","1","1","0","0","2","1",E01020001,"528"
"2018500286356","293492","93947",-3.510665,50.735329,"50","3","1","1",23/03/2018,"6",15:56:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","2","2","0","0","1","2",E01020000,"529"
"2018500307302","293075","93868",-3.516549,50.734542,"50","3","2","1",03/06/2018,"1",12:50:00,"581",E10000008,"5","342","1","30","1","4","5","342","0","0","1","1","1","0","0","1","2",E01019999,"529"
"2018500316798","293101","93907",-3.516192,50.734897,"50","3","2","3",06/07/2018,"6",18:19:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01019999,"529"
"2018500261478","293856","93448",-3.505365,50.73091,"50","3","2","1",17/01/2018,"4",08:49:00,"581",E10000008,"4","3212","6","30","9","4","6","0","0","0","1","2","2","0","0","1","1",E01020006,"531"
"2018500801921","293938","92369",-3.503893,50.721225,"50","3","2","1",29/10/2018,"2",13:25:00,"581",E10000008,"4","3183","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01019988,"533"
"2018500261523","294519","92730",-3.495768,50.724576,"50","3","2","1",05/01/2018,"6",17:00:00,"581",E10000008,"6","0","1","30","1","4","6","0","0","0","1","1","2","0","0","1","2",E01019986,"534"
"2018500801385","293792","92399",-3.505969,50.721468,"50","3","1","1",02/11/2018,"6",13:50:00,"581",E10000008,"4","3183","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2",E01019987,"534"
"2018500805630","293937","92374",-3.503908,50.72127,"50","3","2","1",19/12/2018,"4",16:40:00,"581",E10000008,"4","3183","6","30","3","4","6","0","0","0","4","2","2","0","0","1","2",E01019987,"534"
"2018500262285","293276","91217",-3.512934,50.710747,"50","3","2","2",15/01/2018,"2",11:40:00,"581",E10000008,"3","3015","6","30","3","2","6","0","0","5","1","4","2","0","0","1","2",E01020010,"535"
"2018500269690","294572","90088",-3.494262,50.700835,"50","2","1","1",09/02/2018,"6",22:51:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1",E01020011,"535"
"2018500274651","293650","90910",-3.50755,50.708056,"50","2","2","1",25/02/2018,"1",17:06:00,"581",E10000008,"3","3015","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01020015,"535"
"2018500320638","293253","91238",-3.513266,50.710932,"50","3","1","1",13/07/2018,"6",14:04:00,"581",E10000008,"3","3015","3","30","3","2","6","0","0","0","1","1","1","0","0","1","1",E01020023,"535"
"2018500321120","293627","90929",-3.507881,50.708223,"50","2","2","1",07/08/2018,"3",08:00:00,"581",E10000008,"6","0","6","30","6","2","6","0","0","5","1","1","1","0","0","1","1",E01020010,"535"
"2018500320776","293668","91237",-3.50739,50.710999,"50","3","1","1",06/08/2018,"2",20:49:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2",E01020010,"536"
"2018500325060","293513","91713",-3.509722,50.71525,"50","3","2","1",25/08/2018,"7",19:08:00,"581",E10000008,"6","0","6","30","6","4","6","0","0","0","1","1","1","0","0","1","2",E01020010,"536"
"2018500806329","293272","91230",-3.512994,50.710863,"50","3","2","1",30/12/2018,"1",21:55:00,"581",E10000008,"6","0","6","30","3","2","3","3015","0","0","4","1","1","0","0","1","2",E01020010,"536"
"2018500265397","293928","92088",-3.503953,50.718697,"50","3","1","1",25/01/2018,"5",20:20:00,"581",E10000008,"6","0","6","20","0","-1","-1","0","0","0","4","2","2","0","0","1","1",E01020013,"537"
"2018500297044","293487","91730",-3.510095,50.715398,"50","3","2","2",15/05/2018,"3",09:35:00,"581",E10000008,"6","0","6","30","6","2","6","0","0","5","1","1","1","0","0","1","1",E01020013,"537"
"2018500307701","294269","91585",-3.49898,50.714237,"50","2","2","1",14/06/2018,"5",18:49:00,"581",E10000008,"6","0","1","30","1","4","6","0","0","0","1","1","1","0","0","1","1",E01020014,"537"
"2018500801525","294611","91902",-3.494228,50.717149,"50","2","2","1",14/10/2018,"1",10:26:00,"581",E10000008,"6","0","6","20","0","-1","-1","0","0","0","1","5","2","0","0","1","1",E01020014,"537"
"2018500287123","294941","89776",-3.48895,50.698097,"50","3","2","1",05/04/2018,"5",14:43:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020012,"538"
"2018500307284","294751","89612",-3.491592,50.696588,"50","2","1","1",03/06/2018,"1",16:35:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020012,"538"
"2018500315556","294538","89922",-3.494696,50.699336,"50","2","1","1",20/07/2018,"6",15:02:00,"581",E10000008,"6","0","3","40","9","4","6","0","0","5","1","1","1","0","0","1","1",E01020011,"538"
"2018500325697","294672","90008",-3.492823,50.700134,"50","3","2","1",17/07/2018,"3",17:15:00,"581",E10000008,"3","3015","1","30","1","2","6","0","0","0","1","1","1","0","0","1","1",E01020011,"538"
"2018500800230","294498","89545",-3.495154,50.69594,"50","3","2","1",17/09/2018,"2",21:30:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","7","1","1","0","0","1","2",E01020012,"538"
"2018500298014","294541","94372",-3.495927,50.739341,"50","3","3","2",18/05/2018,"6",12:15:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01019991,"540"
"2018500800023","294222","93949",-3.500325,50.73548,"50","3","2","1",24/08/2018,"6",15:49:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","2","2","0","0","1","1",E01019991,"540"
"2018500800380","294653","93534",-3.4941,50.731828,"50","3","2","1",09/10/2018,"3",23:55:00,"581",E10000008,"4","3212","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1",E01019992,"541"
"2018500801854","294809","93562",-3.491899,50.732108,"50","3","2","1",10/11/2018,"7",18:43:00,"581",E10000008,"4","3212","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1",E01019992,"541"
"2018500807461","294233","93520",-3.500046,50.731626,"50","3","2","1",23/12/2018,"1",23:10:00,"581",E10000008,"4","3212","6","30","3","4","6","0","0","0","4","2","2","0","0","1","1",E01019992,"541"
"2018500272105","295617","93851",-3.480536,50.734852,"50","3","3","3",14/02/2018,"4",09:50:00,"581",E10000008,"4","3181","3","30","3","2","6","0","0","0","1","5","2","0","0","1","2",E01020005,"542"
"2018500288581","295518","93764",-3.481913,50.734052,"50","3","2","1",11/04/2018,"4",08:00:00,"581",E10000008,"4","3212","6","30","3","2","6","0","0","4","1","1","1","0","0","1","2",E01020005,"542"
"2018500802811","295072","93937",-3.48828,50.735527,"50","3","1","1",27/11/2018,"3",19:33:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","4","1","2","0","0","1","1",E01020005,"542"
"2018500261240","296452","94528",-3.468898,50.741088,"50","3","2","1",12/01/2018,"6",16:58:00,"581",E10000008,"4","3181","6","20","0","-1","-1","0","0","0","4","8","2","0","0","1","1",E01020003,"543"
"2018500288247","296652","94727",-3.46612,50.742913,"50","3","2","1",17/04/2018,"3",09:15:00,"581",E10000008,"6","0","6","30","3","3","6","0","0","0","1","1","1","0","0","1","2",E01020003,"543"
"2018500324672","296402","94459",-3.469587,50.740459,"50","3","2","1",09/08/2018,"5",14:45:00,"581",E10000008,"4","3181","1","30","1","4","6","0","0","0","1","1","1","0","0","1","1",E01020003,"543"
"2018500328527","296510","93677",-3.467837,50.733448,"50","1","2","1",13/09/2018,"5",19:13:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","2","1",E01020004,"544"
"2018500800392","296269","93924",-3.47132,50.735625,"50","3","1","1",28/09/2018,"6",11:29:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01020004,"544"
"2018500286360","294069","93497",-3.502362,50.731389,"50","3","2","1",28/03/2018,"4",17:30:00,"581",E10000008,"4","3212","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2",E01020006,"545"
"2018500263958","296336","93045",-3.470124,50.727735,"50","3","2","1",16/01/2018,"3",07:38:00,"581",E10000008,"6","0","1","30","1","4","6","0","0","0","4","2","2","0","0","1","1",E01020038,"546"
"2018500803524","296326","93286",-3.470333,50.7299,"50","3","2","1",06/12/2018,"5",16:37:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","4","4","2","0","0","2","1",E01020038,"546"
"2018500806788","296700","93123",-3.46499,50.728501,"50","2","2","2",21/12/2018,"6",10:30:00,"581",E10000008,"3","30","7","70","0","-1","-1","0","0","5","1","1","1","0","0","2","1",E01020038,"546"
"2018500272137","294774","92207",-3.492007,50.719921,"50","3","1","2",14/02/2018,"4",10:10:00,"581",E10000008,"4","3183","6","30","3","2","6","0","0","5","1","2","2","0","0","1","1",E01020040,"547"
"2018500266220","295509","92476",-3.481675,50.722472,"50","3","2","1",30/01/2018,"3",19:10:00,"581",E10000008,"5","558","6","30","3","4","4","3183","0","0","4","1","1","0","0","1","2",E01020038,"548"
"2018500329715","295516","92467",-3.481574,50.722392,"50","3","2","1",05/09/2018,"4",17:40:00,"581",E10000008,"4","3183","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020038,"548"
"2018500802840","295772","92551",-3.477972,50.723193,"50","2","2","1",21/11/2018,"4",19:00:00,"581",E10000008,"6","0","1","30","1","4","3","3015","0","0","7","1","1","0","0","1","2",E01020038,"548"
"2018500803999","294806","92234",-3.491562,50.720169,"50","3","2","1",11/12/2018,"3",11:30:00,"581",E10000008,"6","0","6","30","3","2","4","3183","0","0","1","1","1","0","0","1","2",E01020040,"548"
"2018500806206","295199","92652",-3.486116,50.723998,"50","3","2","1",07/12/2018,"6",17:10:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","4","2","2","0","0","1","2",E01020039,"548"
"2018500274308","295380","91402",-3.483197,50.712793,"50","3","1","1",23/02/2018,"6",06:45:00,"581",E10000008,"3","3015","3","40","3","2","6","0","0","4","1","1","4","0","0","1","1",E01033234,"549"
"2018500296825","294757","91945",-3.492173,50.717562,"50","2","1","1",14/05/2018,"2",19:00:00,"581",E10000008,"6","0","6","20","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020027,"549"
"2018500308448","295064","91749",-3.48777,50.715856,"50","3","3","1",11/06/2018,"2",09:15:00,"581",E10000008,"6","0","6","20","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020027,"549"
"2018500809118","295265","91941",-3.484979,50.717618,"50","3","2","1",19/12/2018,"4",15:40:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","2","0","0","1","1",E01020026,"549"
"2018500289315","294840","92233",-3.49108,50.720166,"50","3","3","3",19/04/2018,"5",13:30:00,"581",E10000008,"4","3183","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01020040,"550"
"2018500312061","295583","91853",-3.480451,50.716884,"50","2","2","1",07/07/2018,"7",18:21:00,"581",E10000008,"3","3015","3","40","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020026,"550"
"2018500807416","294735","92181",-3.492552,50.71968,"50","3","1","1",28/11/2018,"4",14:39:00,"581",E10000008,"4","3183","6","30","3","2","6","0","0","0","1","1","2","0","0","1","1",E01020027,"550"
"2018500271332","296418","91814",-3.468616,50.716683,"50","3","2","1",08/02/2018,"5",17:17:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1",E01033234,"551"
"2018500273915","296360","92460",-3.469619,50.72248,"50","3","2","1",23/01/2018,"3",08:50:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1",E01033234,"551"
"2018500275535","296844","91726",-3.462559,50.715968,"50","2","3","2",02/03/2018,"6",10:00:00,"581",E10000008,"1","5","9","70","0","-1","-1","0","0","0","1","6","2","0","0","1","1",E01033234,"551"
"2018500286148","296722","91445",-3.464208,50.71342,"50","3","2","1",12/04/2018,"5",14:52:00,"581",E10000008,"3","379","1","30","0","-1","-1","0","0","0","1","1","1","0","0","2","2",E01033234,"551"
"2018500296922","296715","93108",-3.464773,50.728369,"50","3","2","1",08/05/2018,"3",10:40:00,"581",E10000008,"3","30","7","40","5","2","1","5","0","0","1","1","1","0","0","2","1",E01033234,"551"
"2018500309660","295519","91693",-3.481312,50.715434,"50","3","2","1",29/06/2018,"6",21:50:00,"581",E10000008,"3","3015","3","40","3","2","6","0","0","5","1","1","1","0","0","1","1",E01033232,"551"
"2018500317961","296325","91657",-3.469889,50.715255,"50","3","3","3",12/07/2018,"5",09:35:00,"581",E10000008,"6","0","6","30","3","2","6","0","0","0","1","1","1","0","0","1","1",E01033234,"551"
"2018500320696","296535","91814",-3.466959,50.716704,"50","2","2","1",10/08/2018,"6",13:54:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01033234,"551"
"2018500321161","296872","93125",-3.462554,50.72855,"50","3","1","1",03/08/2018,"6",06:30:00,"581",E10000008,"1","5","3","70","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01033234,"551"
"2018500330897","295458","91074",-3.482,50.709859,"50","3","1","1",12/08/2018,"1",10:52:00,"581",E10000008,"6","0","1","30","1","4","6","0","0","0","1","1","2","0","0","1","1",E01033234,"551"
"2018500800153","295504","91302",-3.481413,50.711917,"50","3","3","3",26/09/2018,"4",09:48:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1",E01033234,"551"
"2018500803305","296753","93126",-3.46424,50.728538,"50","3","2","2",23/11/2018,"6",14:09:00,"581",E10000008,"3","30","3","40","0","-1","-1","0","0","0","1","2","2","0","0","2","1",E01033234,"551"
"2018500803993","295570","91140",-3.480433,50.710472,"50","3","2","1",05/12/2018,"4",09:05:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","4","1","4","1","0","0","1","2",E01033234,"551"
"2018500809736","296613","91606",-3.465796,50.714848,"50","3","2","1",30/12/2018,"1",22:35:00,"581",E10000008,"6","0","1","30","1","2","6","0","0","0","4","1","2","0","0","2","1",E01033234,"551"
"2018500287178","294589","90079",-3.494019,50.700757,"50","3","1","1",05/04/2018,"5",14:13:00,"581",E10000008,"6","0","6","30","1","2","6","0","0","8","1","1","1","0","0","1","1",E01020035,"552"
"2018500296620","295169","91195",-3.486126,50.710894,"50","3","2","1",08/05/2018,"3",16:00:00,"581",E10000008,"6","0","6","30","6","4","6","0","0","0","1","1","1","0","0","1","1",E01020035,"552"
"2018500800393","294979","90691",-3.488672,50.706329,"50","3","2","1",07/09/2018,"6",14:45:00,"581",E10000008,"3","379","3","30","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020035,"552"
"2018500800487","294977","90395",-3.488616,50.703668,"50","2","2","1",10/09/2018,"2",08:45:00,"581",E10000008,"3","379","3","40","9","4","6","0","0","0","1","1","1","0","0","1","1",E01020035,"552"
"2018500266486","295518","89192",-3.480617,50.692951,"50","3","2","1",17/01/2018,"4",23:23:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","4","5","2","0","0","1","1",E01020033,"553"
"2018500271350","295422","89260",-3.481995,50.693545,"50","3","2","1",01/02/2018,"5",09:00:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","2","1",E01020033,"553"
"2018500297680","295856","89229",-3.475844,50.693344,"50","3","4","1",16/05/2018,"4",08:50:00,"581",E10000008,"1","5","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020033,"553"
"2018500303782","295533","89186",-3.480403,50.692899,"50","2","2","1",23/05/2018,"4",19:03:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020033,"553"
"2018500322315","295679","89077",-3.478306,50.691946,"50","1","3","2",24/08/2018,"6",15:08:00,"581",E10000008,"6","0","6","30","9","4","6","0","0","0","1","1","1","0","0","1","1",E01020033,"553"
"2018500800503","296161","89773",-3.47168,50.698289,"50","3","2","1",14/10/2018,"1",08:55:00,"581",E10000008,"1","5","3","70","0","-1","-1","0","0","0","1","2","5","0","0","2","1",E01020033,"554"
"2018500801218","296373","88537",-3.468332,50.687215,"50","3","2","1",20/10/2018,"7",12:30:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2",E01033235,"554"
"2018500802362","295369","88662",-3.482576,50.688159,"50","2","2","2",21/11/2018,"4",19:26:00,"581",E10000008,"1","5","3","70","0","-1","-1","0","0","0","4","1","1","0","0","2","1",E01020033,"554"
"2018500805836","296031","89488",-3.47344,50.695704,"50","3","4","1",15/11/2018,"5",07:46:00,"581",E10000008,"1","5","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1",E01020033,"554"
"2018500809121","296125","89801",-3.472198,50.698534,"50","3","1","2",18/12/2018,"3",17:30:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","6","1","2","0","0","2","2",E01020033,"554"
"2018500800286","290687","91605",-3.549704,50.713754,"50","2","3","1",02/10/2018,"3",19:25:00,"581",E10000008,"4","3212","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1",E01019977,"557"
"2018500272195","291225","91575",-3.542078,50.713585,"50","3","2","1",17/02/2018,"7",12:15:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2",E01020031,"558"
"2018500289284","291529","91313",-3.537696,50.711287,"50","3","2","1",17/04/2018,"3",11:58:00,"581",E10000008,"3","377","6","30","3","4","6","0","0","4","1","2","2","0","0","1","1",E01020032,"558"
"2018500291836","291225","91847",-3.542158,50.71603,"50","3","1","1",30/04/2018,"2",10:48:00,"581",E10000008,"6","0","6","20","9","2","6","0","0","4","1","1","1","0","0","1","1",E01020030,"558"
"2018500320699","291479","91462",-3.538448,50.712617,"50","3","2","1",05/08/2018,"1",18:49:00,"581",E10000008,"6","0","6","30","6","4","6","0","0","0","1","1","1","0","0","1","1",E01020032,"558"
"2018500803069","291344","91926",-3.540496,50.716763,"50","3","1","1",27/11/2018,"3",13:30:00,"581",E10000008,"4","3212","6","30","6","2","6","0","0","0","1","2","2","0","0","1","2",E01020030,"558"
"2018500805872","291651","91696",-3.536082,50.714752,"50","1","1","1",15/12/2018,"7",21:20:00,"581",E10000008,"3","377","6","30","0","-1","-1","0","0","0","4","1","2","0","0","1","1",E01020032,"558"
"2018500801697","291103","91772",-3.543863,50.715333,"50","2","1","1",11/11/2018,"1",18:03:00,"581",E10000008,"6","0","6","30","9","4","4","3212","0","4","4","1","2","0","0","1","1",E01020030,"559"
"2018500265969","292171","90614",-3.528402,50.705122,"50","3","2","1",24/01/2018,"4",08:30:00,"581",E10000008,"6","0","1","30","1","4","6","0","0","0","1","2","2","0","0","1","1",E01019969,"560"
"2018500275509","292066","90930",-3.529981,50.707944,"50","2","4","2",23/02/2018,"6",13:55:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01019969,"560"
"2018500277527","291651","90957",-3.535864,50.708109,"50","3","2","1",13/03/2018,"3",17:10:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01019969,"560"
"2018500284979","292089","90877",-3.52964,50.707472,"50","3","3","2",31/03/2018,"7",14:15:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","2","0","0","1","2",E01019969,"560"
"2018500320955","291499","91144",-3.538071,50.709762,"50","3","2","2",12/07/2018,"5",10:54:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2",E01019972,"560"
"2018500801035","292128","90789",-3.529062,50.706688,"50","3","2","1",19/10/2018,"6",10:05:00,"581",E10000008,"6","0","1","30","1","4","6","0","0","0","1","1","1","0","0","1","1",E01019969,"560"
"2018500268638","291664","91718",-3.535904,50.714953,"50","3","1","1",02/02/2018,"6",18:15:00,"581",E10000008,"3","377","2","30","3","4","6","0","0","0","4","1","1","0","0","1","1",E01019972,"561"
"2018500800948","291899","91697",-3.53257,50.714808,"50","2","1","1",28/10/2018,"1",14:00:00,"581",E10000008,"6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","6","1","1",E01019971,"561"
"2018500800149","292714","91744",-3.521044,50.715381,"50","3","2","1",27/08/2018,"2",13:00:00,"581",E10000008,"3","3015","6","30","2","4","6","0","0","0","1","1","1","0","0","1","2",E01020023,"562"
"2018500803827","293082","91370",-3.515725,50.712087,"50","3","2","1",09/10/2018,"3",15:20:00,"581",E10000008,"3","3015","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1",E01020023,"562"
"2018500264140","296221","91104",-3.471205,50.710265,"50","3","2","4",20/01/2018,"7",08:02:00,"581",E10000008,"3","379","3","50","6","2","6","0","0","0","1","1","2","0","0","2","1",E01020035,"563"
"2018500306012","295553","90834",-3.480587,50.707718,"50","3","2","2",17/06/2018,"1",18:00:00,"581",E10000008,"3","379","6","50","3","2","6","0","0","0","1","1","1","0","0","1","1",E01020035,"563"
"2018500801365","295553","90830",-3.480586,50.707682,"50","3","2","1",07/11/2018,"4",17:10:00,"581",E10000008,"6","0","3","40","3","2","3","379","0","0","1","2","2","0","0","1","1",E01020035,"563"
"2018500801959","296660","91314",-3.465049,50.712231,"50","3","2","2",12/07/2018,"5",14:57:00,"581",E10000008,"3","379","3","30","1","2","1","5","0","0","1","1","1","0","0","2","1",E01020035,"563"
"2018500276063","295412","93704",-3.483398,50.733494,"50","3","2","1",17/02/2018,"7",20:41:00,"581",E10000008,"6","0","6","30","3","4","6","0","0","0","4","1","2","0","0","1","1",E01020037,"564"
"2018500303529","295525","93389",-3.481708,50.730682,"50","3","1","1",08/06/2018,"6",15:25:00,"581",E10000008,"6","0","6","20","3","4","4","3181","0","0","1","1","1","0","0","1","2",E01020037,"564"
"2018500800256","295421","93033",-3.48308,50.727463,"50","3","2","1",01/09/2018,"7",11:00:00,"581",E10000008,"4","3181","6","30","1","4","6","0","0","0","1","1","1","0","0","1","1",E01020038,"564"
